grievance_text,severity
"INTERNET GONE, WHAT IS THIS?!!! yaar",High
having net gone continuously since long time,High
ping too high again since long time yaar,Low
router problem not resolved yet since long time kya ho raha hai,Low
still wifi down since long time kya ho raha hai,High
INTERNET NOT WORKING PLS FIX!!! kya ho raha hai,High
"please check, router problem",Low
packet loss happening not resolved yet bhai,Low
wifi gone again kya masla hai,High
facing router not functioning since long time yaar,Low
"BUFFERING ISSUE, WHAT IS THIS?!!! yaar",Low
internet not working from last night kya ho raha hai,High
disconnecting again and again since morning bhai,Low
no connection again since long time,High
facing unstable connection since long time,Low
"lag issue, what is this? kya ho raha hai",Low
still no connection since long time,High
PACKET LOSS HAPPENING!!!,Low
delay in response since morning bhai,Low
"please check, dns not resolving from last night",Low
"please check, router problem bhai",Low
dns not resolving yaar,Low
"UNSTABLE CONNECTION, WHAT IS THIS?!!! yaar",Low
wifi very slow since long time,Low
"please check, still unstable connection bhai",Low
internet not wrkng again bhai,High
WIFI DOWN NOT RESOLVED YET!!!,High
facing internet gone since long time bhai,High
LAG trouble NOT RESOLVED YET!!! yaar,Low
intrnet gone not resolved yet since long time bhai,High
"please check, connection gone since morning",High
FACING WIFI DOWN!!! kya masla hai,High
"please check, still internet not wrkng yaar",High
HAVING UNSTABLE CONNECTION CONTINUOUSLY!!!,Low
STILL PING TOO HIGH!!! bhai,Low
"please check, data loss problem again yaar",Low
INTERNET GONE FROM LAST NIGHT!!!,High
no connection pls fix since long time kya ho raha hai,High
"please check, internet very slow pls fix bhai",Low
"please check, facing internet gone",High
delay in response since morning yaar,Low
wifi down pls fix since long time,High
STILL BUFFERING ISSUE!!! bhai,Low
keeps dropping since morning bhai,Low
facing keeps dropping,Low
net GONE AGAIN!!! kya ho raha hai,High
"internet not working, what is this? since long time yaar",High
"please check, net too slow bhai",Low
having wifi down continuously kya masla hai,High
wifi down since morning since long time yaar,High
facing lag issue since long time yaar,Low
"please check, packet loss happening",Low
"please check, still lag issue",Low
"please check, connection gone pls fix kya ho raha hai",High
STILL connection VERY SLOW!!! yaar,Low
unstable connection again bhai,Low
still router problem kya ho raha hai,Low
"please check, buffering issue since morning bhai",Low
intrnet gone pls fix since long time,High
PING TOO HIGH AGAIN!!! kya ho raha hai,Low
HAVING WIFI DOWN CONTINUOUSLY!!! bhai,High
"please check, wifi down",High
router not working again since long time bhai,Low
still delay in response since long time kya ho raha hai,Low
facing wifi down since long time,High
FACING net GONE!!!,High
HAVING SPEED IS LOW CONTINUOUSLY!!! yaar,Low
data loss issue again since long time bhai,Low
HAVING NO CONNECTION CONTINUOUSLY!!!,High
"please check, buffering issue again bhai",Low
unstable connection again bhai,Low
lag trouble since long time yaar,Low
ROUTER PROBLEM PLS FIX!!! yaar,Low
wifi GONE FROM LAST NIGHT!!! yaar,High
"no connection, what is this? bhai",High
still net not working bhai,High
"ping too high, what is this? since long time kya ho raha hai",Low
lag problem pls fix since long time kya masla hai,Low
"please check, still packet loss happening",Low
buffering problem bhai,Low
ping too high pls fix since long time yaar,Low
"please check, speed is low since morning kya ho raha hai",Low
wifi NOT WORKING SINCE MORNING!!! bhai,High
"please check, wifi down kya ho raha hai",High
"please check, dns not resolving pls fix",Low
having net slow continuously since long time bhai,Low
disconnecting again and again since long time bhai,Low
facing internet gone,High
HAVING ROUTER PROBLEM CONTINUOUSLY!!!,Low
router not running pls fix since long time,Low
STILL INTERNET NOT WORKING!!!,High
"please check, unstable connection pls fix bhai",Low
"please check, facing lag trouble",Low
net lagging kya ho raha hai,Low
"please check, net very slow kya ho raha hai",Low
"please check, wifi gone not resolved yet kya ho raha hai",High
no connection bhai,High
buffering problem from last night since long time yaar,Low
no connection again kya masla hai,High
"please check, wifi down not resolved yet yaar",High
no connection pls fix yaar,High
"no connection, what is this? kya ho raha hai",High
DISCONNECTING AGAIN AND AGAIN!!! bhai,Low
"please check, router problem since morning kya ho raha hai",Low
dns not resolving since long time yaar,Low
"please check, intrnet not working, what is this? yaar",High
INTERNET GONE PLS FIX!!!,High
internet not functioning again since long time yaar,High
"please check, internet not working, what is this? yaar",High
still lag issue since long time,Low
no connection pls fix,High
wifi gone pls fix since long time kya ho raha hai,High
wifi gone pls fix yaar,High
"please check, net not working since morning",High
router problem pls fix since long time kya ho raha hai,Low
"please check, net gone, what is this?",High
"ping too high, what is this? since long time kya ho raha hai",Low
"INTERNET VERY SLOW, WHAT IS THIS?!!! kya ho raha hai",Low
"please check, internet not working, what is this?",High
NET SLOW!!! bhai,Low
internet very slow from last night bhai,Low
INTERNET NOT WORKING AGAIN!!! kya ho raha hai,High
FACING WIFI DOWN!!!,High
NO CONNECTION PLS FIX!!!,High
wifi down not resolved yet since long time,High
"please check, wifi down pls fix",High
net not wrkng since long time yaar,High
wifi down again since long time kya ho raha hai,High
packet loss happening since morning since long time bhai,Low
SPEED IS LOW FROM LAST NIGHT!!! kya ho raha hai,Low
packet loss happening again,Low
"please check, wifi down pls fix",High
unstable connection pls fix since long time,Low
lag issue not resolved yet since long time yaar,Low
facing buffering problem since long time,Low
BUFFERING problem FROM LAST NIGHT!!! yaar,Low
wifi down pls fix since long time,High
WIFI DOWN!!! kya masla hai,High
"please check, lag trouble pls fix kya ho raha hai",Low
net slow pls fix yaar,Low
"please check, internet gone pls fix kya masla hai",High
net not working from last night kya ho raha hai,High
still net lagging since long time kya ho raha hai,Low
"please check, still speed is low bhai",Low
"please check, speed is low yaar",Low
"please check, wifi not working, what is this? kya ho raha hai",High
connection gone not resolved yet kya ho raha hai,High
FACING INTERNET VERY SLOW!!!,Low
WIFI DOWN PLS FIX!!! yaar,High
"please check, facing speed is low yaar",Low
internet not functioning pls fix kya masla hai,High
"please check, net slow from last night bhai",Low
having packet loss happening continuously since long time yaar,Low
disconnecting again and again since morning bhai,Low
wifi down since morning kya ho raha hai,High
"please check, buffering trouble yaar",Low
"buffering issue, what is this? bhai",Low
internet not wrkng pls fix since long time yaar,High
still wifi down bhai,High
"please check, still lag issue yaar",Low
wifi down pls fix kya ho raha hai,High
FACING INTERNET NOT WORKING!!! kya masla hai,High
facing ping too high since long time yaar,Low
connection not working again,High
still buffering problem since long time kya ho raha hai,Low
net GONE NOT RESOLVED YET!!!,High
"please check, no connection from last night kya ho raha hai",High
still unstable connection since long time bhai,Low
HAVING WIFI DOWN CONTINUOUSLY!!! bhai,High
disconnecting again and again not resolved yet since long time yaar,Low
"DELAY IN RESPONSE, WHAT IS THIS?!!! yaar",Low
"wifi very slow, what is this? bhai",Low
still packet loss happening since long time yaar,Low
"buffering issue, what is this? bhai",Low
internet not functioning pls fix yaar,High
router problem from last night kya ho raha hai,Low
"cannot access sites, what is this? since long time bhai",Low
unstable connection again since long time,Low
UNSTABLE CONNECTION NOT RESOLVED YET!!!,Low
"please check, wifi not working, what is this? bhai",High
no connection since morning,High
having delay in response continuously,Low
speed is low since long time kya masla hai,Low
keeps dropping since morning since long time bhai,Low
having internet not working continuously since long time,High
internet gone again kya masla hai,High
having net too slow continuously bhai,Low
"please check, net slow pls fix",Low
packet loss happening since long time bhai,Low
"please check, having lag trouble continuously bhai",Low
"please check, net gone again kya ho raha hai",High
"router not working, what is this? since long time kya ho raha hai",Low
"wifi down, what is this? bhai",High
still internet not functioning since long time kya masla hai,High
dns not resolving again since long time bhai,Low
DNS NOT RESOLVING NOT RESOLVED YET!!! kya ho raha hai,Low
router problem since morning since long time kya masla hai,Low
FACING DNS NOT RESOLVING!!!,Low
HAVING connection GONE CONTINUOUSLY!!! yaar,High
no connection again since long time bhai,High
"connection NOT WORKING, WHAT IS THIS?!!!",High
still delay in response bhai,Low
HAVING BUFFERING trouble CONTINUOUSLY!!! bhai,Low
ping too high from last night kya ho raha hai,Low
INTERNET VERY SLOW FROM LAST NIGHT!!! bhai,Low
facing no connection since long time bhai,High
having no connection continuously kya ho raha hai,High
DELAY IN RESPONSE!!! bhai,Low
"please check, lag problem pls fix kya masla hai",Low
wifi GONE NOT RESOLVED YET!!!,High
wifi down from last night since long time yaar,High
wifi down since long time,High
router not wrkng not resolved yet,Low
having no connection continuously bhai,High
facing unstable connection yaar,Low
connection very slow since long time,Low
buffering trouble from last night since long time,Low
data loss trouble pls fix since long time kya ho raha hai,Low
HAVING BUFFERING trouble CONTINUOUSLY!!! kya ho raha hai,Low
"NET SLOW, WHAT IS THIS?!!! kya masla hai",Low
"connection GONE, WHAT IS THIS?!!! bhai",High
internet very slow again since long time yaar,Low
having data loss trouble continuously bhai,Low
STILL UNSTABLE CONNECTION!!! kya masla hai,Low
LAG problem NOT RESOLVED YET!!! kya masla hai,Low
"packet loss happening, what is this? since long time",Low
"please check, lag issue, what is this? bhai",Low
"please check, ping too high since morning kya masla hai",Low
speed is low again since long time bhai,Low
wifi gone since morning,High
cannot access sites from last night since long time,Low
UNSTABLE CONNECTION FROM LAST NIGHT!!!,Low
KEEPS DROPPING!!! yaar,Low
data loss issue since morning bhai,Low
"please check, having keeps dropping continuously",Low
INTERNET NOT WORKING AGAIN!!!,High
wifi down again since long time,High
net very slow again yaar,Low
"please check, cannot access sites since morning kya ho raha hai",Low
ping too high since morning kya masla hai,Low
having buffering issue continuously since long time,Low
ping too high not resolved yet since long time,Low
speed is low again since long time,Low
wifi down since morning bhai,High
SPEED IS LOW AGAIN!!! yaar,Low
having wifi down continuously bhai,High
data loss issue since long time yaar,Low
"please check, net slow since morning yaar",Low
still delay in response kya ho raha hai,Low
internet not working pls fix yaar,High
